Inlet_Steam_Temperature,Outlet Steam Temperature ( C ),Steam_Pressure_at_Boiler_Outlet,Feedwater_Temperature,Steam Flow Rate Kg/h,Feed water temperature Kg/h,Boiler efficiency  %,Turbine efficiency %,Steam quantity %,CO2 emission rate Kg/h,Boliler pressure drop bar,Condenser cooling water flow rate m^3/h,Steam turbile RPM,Generator efficiency,Electrical power output MW
543.8150827,151.815073,169.3987061,221.2271421,64760.78427,648200,91.2,40.61417033,99.2,2877.640855,0.3,3201.985938,4863.079121,125.6454076,371.5864566
543.8152822,151.8152721,169.3991937,221.2274974,64761.40591,652800,89.7,40.61418749,97.8,2877.858396,0.5,3202.034899,4863.217582,125.6485036,371.5920646
543.8154818,151.8154711,169.3996605,221.2278498,64762.03887,647500,90.5,40.61420464,98.6,2878.037366,0.4,3202.083786,4863.356044,125.6515996,371.5976636
543.8156814,151.8156706,169.4001234,221.2282087,64762.9532,651200,89.8,40.61422179,97.9,2878.268661,0.5,3202.13274,4863.494505,125.6546956,371.6032943
543.8158809,151.8158698,169.4005634,221.2285593,64763.56922,647000,91.2,40.61423895,99.3,2878.455018,0.3,3202.181691,4863.632967,125.6577915,371.609084
543.8160806,151.8160695,169.4010373,221.2289118,64764.1852,648200,90.7,40.6142561,98.9,2878.700609,0.4,3202.230593,4863.771429,125.6608875,371.6149674
543.8162802,151.8162687,169.4015304,221.2292682,64764.8509,644100,91.4,40.61427325,98.4,2878.892224,0.3,3202.279523,4863.90989,125.6639835,371.6208385
543.8164797,151.8164682,169.4019881,221.2296272,64765.6747,650000,90,40.61429041,98,2879.0894,0.5,3202.328414,4864.048352,125.6670795,371.6264565
543.8166791,151.8166678,169.40242,221.2299775,64766.45734,655000,89,40.61430756,97,2879.321327,0.6,3202.377333,4864.186813,125.6701754,371.6321039
543.8168785,151.8168674,169.4028384,221.2303272,64767.15482,645000,91,40.61432471,99,2879.565436,0.4,3202.426273,4864.325275,125.6732714,371.6377325
543.8170779,151.8170667,169.4032406,221.2306866,64767.9843,660000,88,40.61434187,96,2879.817917,0.7,3202.475217,4864.463736,125.6763674,371.6434612
543.8172771,151.8172658,169.4036912,221.2310384,64768.7434,640000,92,40.61435902,98.5,2880.002945,0.3,3202.524141,4864.602198,125.6794634,371.6491849
543.8174761,151.8174648,169.4041659,221.2313959,64769.40196,648500,89.5,40.61437617,97,2880.210533,0.6,3202.573046,4864.740659,125.6825593,371.6548955
543.8176752,151.8176637,169.4046375,221.2317551,64770.05238,645800,90.2,40.61439333,98.2,2880.390419,0.5,3202.62197,4864.879121,125.6856553,371.6605376
543.8178742,151.8178632,169.4051145,221.2321124,64770.64142,648200,91.2,40.61441048,99.2,2880.630433,0.3,3202.670898,4865.017582,125.6887513,371.6663984
543.8180735,151.8180622,169.4055263,221.2324693,64771.31024,652800,89.7,40.61442763,97.8,2880.873709,0.5,3202.719858,4865.156044,125.6918473,371.6720563
543.8182726,151.818261,169.4059701,221.2328288,64771.9808,647500,90.5,40.61444479,98.6,2881.121739,0.4,3202.768807,4865.294505,125.6949432,371.6778002
543.8184717,151.8184603,169.4064015,221.2331878,64772.80482,651200,89.8,40.61446194,97.9,2881.318104,0.5,3202.81776,4865.432967,125.6980392,371.6836664
543.8186713,151.8186592,169.4068129,221.2335459,64773.57841,647000,91.2,40.6144791,99.3,2881.563926,0.3,3202.866755,4865.571429,125.7011352,371.6893693
543.818871,151.8188586,169.4072764,221.2339011,64774.20572,648200,90.7,40.61449625,98.9,2881.751463,0.4,3202.915688,4865.70989,125.7042312,371.6951708
543.8190702,151.8190582,169.4077158,221.2342608,64774.92061,644100,91.4,40.6145134,98.4,2881.941107,0.3,3202.964648,4865.848352,125.7073271,371.700983
543.8192698,151.8192575,169.4081166,221.2346155,64775.67054,650000,90,40.61453056,98,2882.157663,0.5,3203.0136,4865.986813,125.7104231,371.7067661
543.819469,151.8194564,169.4086032,221.2349743,64776.47675,655000,89,40.61454771,97,2882.381683,0.6,3203.062504,4866.125275,125.7135191,371.7125493
543.8196681,151.8196554,169.4090696,221.2353317,64777.34932,645000,91,40.61456486,99,2882.604158,0.4,3203.111475,4866.263736,125.7166151,371.7182426
543.8198675,151.8198548,169.4094785,221.2356847,64778.22408,660000,88,40.61458202,96,2882.850722,0.7,3203.160364,4866.402198,125.719711,371.7240948
543.8200671,151.8200541,169.4099701,221.2360341,64779.09261,640000,92,40.61459917,98.5,2883.061947,0.3,3203.209348,4866.540659,125.722807,371.7297713
543.8202663,151.8202532,169.41039,221.2363916,64779.72546,648500,89.5,40.61461632,97,2883.257645,0.6,3203.258287,4866.679121,125.725903,371.7356107
543.8204657,151.8204528,169.4108359,221.2367412,64780.30474,645800,90.2,40.61463348,98.2,2883.482999,0.5,3203.3072,4866.817582,125.728999,371.7413469
543.8206646,151.8206523,169.4112465,221.2370949,64780.97944,648200,91.2,40.61465063,99.2,2883.72278,0.3,3203.356184,4866.956044,125.7320949,371.747222
543.8208639,151.8208516,169.4116685,221.2374448,64781.71303,652800,89.7,40.61466778,97.8,2883.948003,0.5,3203.405124,4867.094505,125.7351909,371.7529256
543.8210633,151.8210506,169.4120899,221.2378007,64782.50937,647500,90.5,40.61468494,98.6,2884.147582,0.4,3203.454102,4867.232967,125.7382869,371.7586963
543.8212623,151.8212502,169.4125832,221.2381552,64783.34671,651200,89.8,40.61470209,97.9,2884.337383,0.5,3203.503033,4867.371429,125.7413829,371.7645278
543.8214614,151.8214495,169.4129825,221.2385074,64783.92818,647000,91.2,40.61471924,99.3,2884.528037,0.3,3203.55201,4867.50989,125.7444788,371.7702491
543.8216605,151.8216491,169.4134048,221.2388617,64784.5693,648200,90.7,40.6147364,98.9,2884.731994,0.4,3203.600922,4867.648352,125.7475748,371.7760534
543.8218602,151.8218487,169.4138169,221.2392173,64785.29724,644100,91.4,40.61475355,98.4,2884.921779,0.3,3203.649904,4867.786813,125.7506708,371.7818534
543.8220596,151.8220476,169.4142969,221.2395715,64785.9816,650000,90,40.6147707,98,2885.165386,0.5,3203.69886,4867.925275,125.7537668,371.787696
543.8222585,151.8222468,169.4147422,221.2399256,64786.71522,655000,89,40.61478786,97,2885.351492,0.6,3203.74785,4868.063736,125.7568627,371.7934372
543.8224579,151.8224464,169.4152096,221.2402767,64787.6441,645000,91,40.61480501,99,2885.590335,0.4,3203.796746,4868.202198,125.7599587,371.7991849
543.8226568,151.8226459,169.4156192,221.2406354,64788.38156,660000,88,40.61482217,96,2885.781591,0.7,3203.845683,4868.340659,125.7630547,371.804793
543.8228561,151.8228448,169.4160495,221.2409888,64789.28217,640000,92,40.61483932,98.5,2886.037268,0.3,3203.894617,4868.479121,125.7661507,371.810672
543.8230556,151.823044,169.4165259,221.2413406,64789.83687,648500,89.5,40.61485647,97,2886.278911,0.6,3203.943527,4868.617582,125.7692466,371.8163739
543.8232553,151.8232429,169.4169567,221.2416951,64790.50684,645800,90.2,40.61487363,98.2,2886.516745,0.5,3203.99243,4868.756044,125.7723426,371.8221413
543.8234543,151.8234424,169.4173562,221.2420522,64791.15063,648200,91.2,40.61489078,99.2,2886.752398,0.3,3204.041332,4868.894505,125.7754386,371.8279575
543.8236536,151.8236415,169.4177934,221.2424115,64791.97221,652800,89.7,40.61490793,97.8,2887.007744,0.5,3204.09029,4869.032967,125.7785346,371.8337593
543.8238529,151.8238408,169.4181996,221.2427686,64792.79835,647500,90.5,40.61492509,98.6,2887.208896,0.4,3204.139197,4869.171429,125.7816305,371.8393721
543.8240518,151.8240403,169.418678,221.2431194,64793.3523,651200,89.8,40.61494224,97.9,2887.455459,0.5,3204.188171,4869.30989,125.7847265,371.8451974
543.8242509,151.8242395,169.4190983,221.2434774,64794.08888,647000,91.2,40.61495939,99.3,2887.664042,0.3,3204.237152,4869.448352,125.7878225,371.8509802
543.8244502,151.824439,169.4195571,221.2438327,64794.93741,648200,90.7,40.61497655,98.9,2887.897816,0.4,3204.286095,4869.586813,125.7909185,371.8567628
543.8246498,151.8246383,169.420044,221.2441844,64795.77575,644100,91.4,40.6149937,98.4,2888.133495,0.3,3204.334997,4869.725275,125.7940144,371.8625133
543.8248494,151.8248375,169.4204894,221.2445397,64796.68975,650000,90,40.61501085,98,2888.377463,0.5,3204.383933,4869.863736,125.7971104,371.8683813
543.8250489,151.8250371,169.4209876,221.2448929,64797.41863,655000,89,40.61502801,97,2888.607418,0.6,3204.432903,4870.002198,125.8002064,371.8741539
543.8252479,151.8252366,169.4214716,221.2452518,64798.32728,645000,91,40.61504516,99,2888.841526,0.4,3204.481883,4870.140659,125.8033024,371.8798445
543.8254471,151.8254355,169.4218728,221.2456047,64799.04923,660000,88,40.61506231,96,2889.053406,0.7,3204.530809,4870.279121,125.8063983,371.8855191
543.8256467,151.8256347,169.4223333,221.245957,64799.7278,640000,92,40.61507947,98.5,2889.245194,0.3,3204.579737,4870.417582,125.8094943,371.8913723
543.8258461,151.8258337,169.4227927,221.2463076,64800.46983,648500,89.5,40.61509662,97,2889.452141,0.6,3204.628625,4870.556044,125.8125903,371.8972146
543.8260457,151.8260332,169.4232135,221.246663,64801.2376,645800,90.2,40.61511377,98.2,2889.635782,0.5,3204.677556,4870.694505,125.8156863,371.9028465
543.8262449,151.8262327,169.4236239,221.2470165,64801.85206,648200,91.2,40.61513093,99.2,2889.8309,0.3,3204.726516,4870.832967,125.8187822,371.9087335
543.8264443,151.8264317,169.4241113,221.2473746,64802.67713,652800,89.7,40.61514808,97.8,2890.035553,0.5,3204.775465,4870.971429,125.8218782,371.9145919
543.8266435,151.8266308,169.4245503,221.2477312,64803.28901,647500,90.5,40.61516524,98.6,2890.226928,0.4,3204.824458,4871.10989,125.8249742,371.9202924
543.8268431,151.8268303,169.4249999,221.2480857,64804.02066,651200,89.8,40.61518239,97.9,2890.465712,0.5,3204.87344,4871.248352,125.8280702,371.9259942
543.8270421,151.8270293,169.4254719,221.2484446,64804.8942,647000,91.2,40.61519954,99.3,2890.7117,0.3,3204.922406,4871.386813,125.8311662,371.9317878
543.8272412,151.8272289,169.425966,221.248795,64805.68388,648200,90.7,40.6152167,98.9,2890.962271,0.4,3204.971385,4871.525275,125.8342621,371.9376546
543.8274405,151.8274281,169.4264388,221.2491462,64806.57144,644100,91.4,40.61523385,98.4,2891.164102,0.3,3205.020336,4871.663736,125.8373581,371.9433594
543.8276396,151.8276273,169.4269362,221.2495035,64807.23772,650000,90,40.615251,98,2891.412122,0.5,3205.069299,4871.802198,125.8404541,371.9492259
543.8278385,151.8278264,169.4273352,221.249853,64807.79053,655000,89,40.61526816,97,2891.630598,0.6,3205.118201,4871.940659,125.8435501,371.9550793
543.8280381,151.8280261,169.4278304,221.2502096,64808.52663,645000,91,40.61528531,99,2891.844458,0.4,3205.16711,4872.079121,125.846646,371.9607352
543.8282376,151.8282257,169.4283157,221.2505594,64809.14443,660000,88,40.61530246,96,2892.079676,0.7,3205.216096,4872.217582,125.849742,371.9663924
543.8284368,151.8284248,169.4287764,221.2509114,64809.88932,640000,92,40.61531962,98.5,2892.268687,0.3,3205.265077,4872.356044,125.852838,371.9721357
543.8286364,151.8286243,169.4291863,221.2512684,64810.71098,648500,89.5,40.61533677,97,2892.504132,0.6,3205.31397,4872.494505,125.855934,371.9780328
543.8288354,151.8288234,169.429668,221.251622,64811.45105,645800,90.2,40.61535392,98.2,2892.730763,0.5,3205.362934,4872.632967,125.8590299,371.9837216
543.8290348,151.8290225,169.4300947,221.2519737,64812.13922,648200,91.2,40.61537108,99.2,2892.958303,0.3,3205.411907,4872.771429,125.8621259,371.9893958
543.8292338,151.8292221,169.4305587,221.2523298,64812.78846,652800,89.7,40.61538823,97.8,2893.183081,0.5,3205.460852,4872.90989,125.8652219,371.9951156
543.8294333,151.8294212,169.4310418,221.2526819,64813.50867,647500,90.5,40.61540538,98.6,2893.434809,0.4,3205.50978,4873.048352,125.8683179,372.0009905
543.8296323,151.8296204,169.4314586,221.2530415,64814.33358,651200,89.8,40.61542254,97.9,2893.655554,0.5,3205.558716,4873.186813,125.8714138,372.0067449
543.829832,151.8298194,169.4319088,221.2533982,64815.22668,647000,91.2,40.61543969,99.3,2893.906286,0.3,3205.607616,4873.325275,125.8745098,372.0123788
543.830031,151.8300187,169.4323481,221.2537566,64816.01868,648200,90.7,40.61545685,98.9,2894.094726,0.4,3205.656594,4873.463736,125.8776058,372.0181628
543.8302304,151.8302182,169.4328236,221.2541088,64816.77349,644100,91.4,40.615474,98.4,2894.283186,0.3,3205.705487,4873.602198,125.8807018,372.0239902
543.8304293,151.8304175,169.4332977,221.2544625,64817.61585,650000,90,40.61549115,98,2894.521671,0.5,3205.754398,4873.740659,125.8837977,372.0297153
543.8306287,151.8306168,169.4337454,221.2548124,64818.3956,655000,89,40.61550831,97,2894.728098,0.6,3205.803388,4873.879121,125.8868937,372.0355133
543.8308283,151.8308163,169.4342374,221.2551652,64819.2915,645000,91,40.61552546,99,2894.914876,0.4,3205.852349,4874.017582,125.8899897,372.0412337
543.8310272,151.8310157,169.4346945,221.2555204,64820.20018,660000,88,40.61554261,96,2895.151137,0.7,3205.90133,4874.156044,125.8930857,372.0468772
543.8312262,151.8312148,169.4351082,221.2558763,64821.12511,640000,92,40.61555977,98.5,2895.336583,0.3,3205.950317,4874.294505,125.8961816,372.0525974
543.8314252,151.8314142,169.4355678,221.2562263,64821.70777,648500,89.5,40.61557692,97,2895.533044,0.6,3205.999249,4874.432967,125.8992776,372.0582474
543.8316243,151.8316139,169.436024,221.256576,64822.31287,645800,90.2,40.61559407,98.2,2895.768991,0.5,3206.048232,4874.571429,125.9023736,372.0640831
543.8318236,151.8318135,169.4364915,221.2569256,64822.86901,648200,91.2,40.61561123,99.2,2895.984252,0.3,3206.097206,4874.70989,125.9054696,372.0699704
543.8320226,151.8320126,169.4369427,221.2572838,64823.5389,652800,89.7,40.61562838,97.8,2896.198602,0.5,3206.146161,4874.848352,125.9085655,372.0756214
543.8322218,151.8322119,169.4373954,221.2576431,64824.24033,647500,90.5,40.61564553,98.6,2896.447758,0.4,3206.195073,4874.986813,125.9116615,372.081215
543.8324213,151.8324109,169.4378643,221.2579981,64824.82179,651200,89.8,40.61566269,97.9,2896.634005,0.5,3206.243971,4875.125275,125.9147575,372.086887
543.8326208,151.8326105,169.4383001,221.2583526,64825.64814,647000,91.2,40.61567984,99.3,2896.816234,0.3,3206.292863,4875.263736,125.9178535,372.0925429
543.8328201,151.8328097,169.4387203,221.2587049,64826.39802,648200,90.7,40.61569699,98.9,2897.01702,0.4,3206.341802,4875.402198,125.9209494,372.0981912
543.833019,151.8330093,169.4391954,221.2590559,64827.16382,644100,91.4,40.61571415,98.4,2897.203789,0.3,3206.390718,4875.540659,125.9240454,372.1038034
543.8332179,151.8332087,169.4396587,221.2594151,64827.98138,650000,90,40.6157313,98,2897.399021,0.5,3206.43964,4875.679121,125.9271414,372.1094047
543.8334176,151.8334077,169.4400993,221.2597734,64828.81679,655000,89,40.61574845,97,2897.633022,0.6,3206.488545,4875.817582,125.9302374,372.1152199
543.8336172,151.833607,169.4405709,221.2601325,64829.66661,645000,91,40.61576561,99,2897.829399,0.4,3206.537434,4875.956044,125.9333333,372.1210729
543.8338169,151.833806,169.4410666,221.2604895,64830.46313,660000,88,40.61578276,96,2898.065132,0.7,3206.586388,4876.094505,125.9364293,372.1269156
543.8340158,151.8340053,169.4414964,221.2608459,64831.30545,640000,92,40.61579992,98.5,2898.320444,0.3,3206.635285,4876.232967,125.9395253,372.1325727
543.8342148,151.8342043,169.4419135,221.2611981,64831.9006,648500,89.5,40.61581707,97,2898.525401,0.6,3206.684258,4876.371429,125.9426213,372.1383081
543.8344144,151.8344036,169.4423157,221.2615475,64832.53398,645800,90.2,40.61583422,98.2,2898.725316,0.5,3206.733242,4876.50989,125.9457172,372.1439767
543.8346134,151.8346026,169.4428094,221.2619062,64833.22985,648200,91.2,40.61585138,99.2,2898.908493,0.3,3206.782211,4876.648352,125.9488132,372.1498346
543.8348128,151.8348022,169.4432891,221.262264,64834.15232,652800,89.7,40.61586853,97.8,2899.152554,0.5,3206.831104,4876.786813,125.9519092,372.1554318
543.8350121,151.8350017,169.4437479,221.2626147,64834.87658,647500,90.5,40.61588568,98.6,2899.344398,0.4,3206.880052,4876.925275,125.9550052,372.1612186
543.835211,151.8352007,169.4441818,221.2629688,64835.6556,651200,89.8,40.61590284,97.9,2899.595102,0.5,3206.928998,4877.063736,125.9581011,372.1668422
543.8354101,151.8353999,169.444595,221.2633221,64836.32439,647000,91.2,40.61591999,99.3,2899.817109,0.3,3206.97795,4877.202198,125.9611971,372.1727236
543.8356096,151.8355993,169.4450701,221.2636781,64837.25146,648200,90.7,40.61593714,98.9,2900.034042,0.4,3207.02694,4877.340659,125.9642931,372.1783573
543.8358086,151.8357988,169.4455582,221.2640309,64838.08951,644100,91.4,40.6159543,98.4,2900.22308,0.3,3207.075888,4877.479121,125.9673891,372.1842032
543.8360082,151.8359982,169.4459716,221.2643809,64839.0088,650000,90,40.61597145,98,2900.423149,0.5,3207.124871,4877.617582,125.970485,372.1899198
543.8362076,151.8361978,169.446398,221.2647323,64839.64445,655000,89,40.6159886,97,2900.609995,0.6,3207.17379,4877.756044,125.973581,372.1955202
543.836407,151.8363969,169.4468257,221.265088,64840.28044,645000,91,40.61600576,99,2900.851061,0.4,3207.222786,4877.894505,125.976677,372.2013907
543.8366059,151.8365962,169.4473226,221.265445,64840.8586,660000,88,40.61602291,96,2901.071179,0.7,3207.271776,4878.032967,125.979773,372.2071648
543.8368055,151.8367955,169.4477709,221.2657953,64841.62352,640000,92,40.61604006,98.5,2901.295946,0.3,3207.320715,4878.171429,125.9828689,372.2129812
543.8370045,151.8369943,169.4482488,221.2661444,64842.54475,648500,89.5,40.61605722,97,2901.476331,0.6,3207.369674,4878.30989,125.9859649,372.2188535
543.8372035,151.8371935,169.4486791,221.2664944,64843.27048,645800,90.2,40.61607437,98.2,2901.691076,0.5,3207.418614,4878.448352,125.9890609,372.2245672
543.837403,151.8373925,169.4491493,221.266851,64843.91002,648200,91.2,40.61609152,99.2,2901.931283,0.3,3207.467594,4878.586813,125.9921569,372.2302371
543.8376024,151.8375917,169.4495869,221.2672023,64844.57655,652800,89.7,40.61610868,97.8,2902.184718,0.5,3207.516545,4878.725275,125.9952528,372.2360872
543.837802,151.8377912,169.4500154,221.2675588,64845.3684,647500,90.5,40.61612583,98.6,2902.413774,0.4,3207.565487,4878.863736,125.9983488,372.2417545
543.8380009,151.8379902,169.4504967,221.267912,64846.25056,651200,89.8,40.61614299,97.9,2902.64553,0.5,3207.61439,4879.002198,126.0014448,372.2474244
543.8381998,151.8381894,169.4509454,221.2682658,64847.05098,647000,91.2,40.61616014,99.3,2902.852523,0.3,3207.663288,4879.140659,126.0045408,372.2531046
543.8383991,151.8383888,169.4513863,221.2686207,64847.66903,648200,90.7,40.61617729,98.9,2903.048171,0.4,3207.712223,4879.279121,126.0076367,372.2587433
543.8385983,151.8385876,169.4518668,221.2689769,64848.43925,644100,91.4,40.61619445,98.4,2903.289663,0.3,3207.761163,4879.417582,126.0107327,372.2643846
543.8387977,151.8387867,169.452298,221.2693293,64849.02684,650000,90,40.6162116,98,2903.518596,0.5,3207.810151,4879.556044,126.0138287,372.2701625
543.8389967,151.838986,169.4527322,221.2696815,64849.84565,655000,89,40.61622875,97,2903.725406,0.6,3207.859097,4879.694505,126.0169247,372.276029
543.839196,151.8391849,169.4531699,221.2700362,64850.44268,645000,91,40.61624591,99,2903.959979,0.4,3207.908026,4879.832967,126.0200206,372.2817981
543.8393955,151.8393845,169.453583,221.2703922,64851.33795,660000,88,40.61626306,96,2904.182917,0.7,3207.956983,4879.971429,126.0231166,372.287526
543.839595,151.8395838,169.4540813,221.2707508,64852.20505,640000,92,40.61628021,98.5,2904.398893,0.3,3208.0059,4880.10989,126.0262126,372.2932235
543.8397944,151.8397834,169.4544928,221.2711061,64852.8905,648500,89.5,40.61629737,97,2904.606946,0.6,3208.054828,4880.248352,126.0293086,372.2990387
543.8399937,151.8399827,169.4549127,221.2714606,64853.57341,645800,90.2,40.61631452,98.2,2904.790973,0.5,3208.103778,4880.386813,126.0324045,372.3048533
543.840193,151.8401824,169.4553996,221.2718112,64854.30427,648200,91.2,40.61633167,99.2,2905.03787,0.3,3208.152725,4880.525275,126.0355005,372.3105048
543.8403921,151.8403816,169.4558219,221.2721706,64855.12903,652800,89.7,40.61634883,97.8,2905.29135,0.5,3208.20171,4880.663736,126.0385965,372.3162004
543.8405916,151.840581,169.4563163,221.2725236,64855.87906,647500,90.5,40.61636598,98.6,2905.524686,0.4,3208.250694,4880.802198,126.0416925,372.3219623
543.8407906,151.8407805,169.4567172,221.2728804,64856.47845,651200,89.8,40.61638313,97.9,2905.741697,0.5,3208.299591,4880.940659,126.0447884,372.3277296
543.8409896,151.8409798,169.4571321,221.2732382,64857.33217,647000,91.2,40.61640029,99.3,2905.950608,0.3,3208.348531,4881.079121,126.0478844,372.333591
543.8411885,151.8411788,169.4575895,221.2735874,64858.21826,648200,90.7,40.61641744,98.9,2906.143434,0.4,3208.397508,4881.217582,126.0509804,372.3394551
543.8413876,151.841378,169.4580298,221.2739424,64858.92423,644100,91.4,40.61643459,98.4,2906.359394,0.3,3208.446438,4881.356044,126.0540764,372.345289
543.8415872,151.8415771,169.4584889,221.2742995,64859.68612,650000,90,40.61645175,98,2906.562441,0.5,3208.495352,4881.494505,126.0571723,372.3509969
543.8417865,151.8417764,169.4589702,221.2746572,64860.44007,655000,89,40.6164689,97,2906.778551,0.6,3208.544268,4881.632967,126.0602683,372.3567684
543.8419859,151.8419755,169.4594331,221.2750071,64861.32801,645000,91,40.61648606,99,2907.00636,0.4,3208.59318,4881.771429,126.0633643,372.3623896
543.842185,151.8421746,169.4598972,221.2753595,64862.17759,660000,88,40.61650321,96,2907.252634,0.7,3208.642133,4881.90989,126.0664603,372.3679825
543.8423844,151.8423737,169.460308,221.2757178,64863.06496,640000,92,40.61652036,98.5,2907.460446,0.3,3208.691046,4882.048352,126.0695562,372.3738802
543.8425839,151.8425734,169.4607498,221.276075,64863.92338,648500,89.5,40.61653752,97,2907.639427,0.6,3208.739974,4882.186813,126.0726522,372.3795493
543.842783,151.8427728,169.4611975,221.2764251,64864.58643,645800,90.2,40.61655467,98.2,2907.850432,0.5,3208.788917,4882.325275,126.0757482,372.3853361
543.8429824,151.8429721,169.4616684,221.2767845,64865.28455,648200,91.2,40.61657182,99.2,2908.06377,0.3,3208.837818,4882.463736,126.0788442,372.3910899
543.8431816,151.8431711,169.4621289,221.2771421,64866.00033,652800,89.7,40.61658898,97.8,2908.275625,0.5,3208.886718,4882.602198,126.0819401,372.3969514
543.8433805,151.8433702,169.4625709,221.2774929,64866.60553,647500,90.5,40.61660613,98.6,2908.527512,0.4,3208.935679,4882.740659,126.0850361,372.4027287
543.84358,151.8435693,169.463009,221.277847,64867.38455,651200,89.8,40.61662328,97.9,2908.744344,0.5,3208.98464,4882.879121,126.0881321,372.4085479
543.8437789,151.843769,169.4634387,221.2782066,64867.96322,647000,91.2,40.61664044,99.3,2908.957804,0.3,3209.033602,4883.017582,126.0912281,372.4141976
543.8439781,151.8439684,169.463866,221.2785637,64868.75276,648200,90.7,40.61665759,98.9,2909.209403,0.4,3209.082595,4883.156044,126.094324,372.4198937
543.8441775,151.8441675,169.4643479,221.27892,64869.31752,644100,91.4,40.61667474,98.4,2909.438551,0.3,3209.131518,4883.294505,126.09742,372.4255015
543.8443767,151.8443664,169.4647952,221.2792724,64870.11785,650000,90,40.6166919,98,2909.637697,0.5,3209.180439,4883.432967,126.100516,372.4312565
543.8445764,151.8445657,169.4652234,221.2796227,64870.80061,655000,89,40.61670905,97,2909.842217,0.6,3209.229405,4883.571429,126.103612,372.4370296
543.8447759,151.8447648,169.465697,221.279979,64871.68317,645000,91,40.6167262,99,2910.034281,0.4,3209.278363,4883.70989,126.1067079,372.442798
543.8449755,151.8449637,169.4661256,221.2803358,64872.612,660000,88,40.61674336,96,2910.246762,0.7,3209.327272,4883.848352,126.1098039,372.4486696
543.845175,151.8451632,169.4665656,221.2806871,64873.22114,640000,92,40.61676051,98.5,2910.460972,0.3,3209.376237,4883.986813,126.1128999,372.4545501
543.8453746,151.8453623,169.4670386,221.2810434,64874.13212,648500,89.5,40.61677766,97,2910.67695,0.6,3209.425132,4884.125275,126.1159959,372.4602999
543.845574,151.8455616,169.4674856,221.2813969,64874.92637,645800,90.2,40.61679482,98.2,2910.866481,0.5,3209.474081,4884.263736,126.1190918,372.4658976
543.8457736,151.845761,169.467885,221.2817525,64875.6106,648200,91.2,40.61681197,99.2,2911.080376,0.3,3209.522981,4884.402198,126.1221878,372.471785
543.8459731,151.8459606,169.468369,221.282103,64876.18686,652800,89.7,40.61682913,97.8,2911.260491,0.5,3209.571875,4884.540659,126.1252838,372.4775469
543.8461725,151.8461598,169.4688105,221.2824596,64876.90432,647500,90.5,40.61684628,98.6,2911.45433,0.4,3209.620814,4884.679121,126.1283798,372.4832664
543.8463718,151.8463594,169.4692809,221.2828149,64877.675,651200,89.8,40.61686343,97.9,2911.685776,0.5,3209.669784,4884.817582,126.1314757,372.4891035
543.8465714,151.8465585,169.4697582,221.2831729,64878.27681,647000,91.2,40.61688059,99.3,2911.902082,0.3,3209.718771,4884.956044,126.1345717,372.4947361
543.8467709,151.8467578,169.4702051,221.2835261,64879.13561,648200,90.7,40.61689774,98.9,2912.085784,0.4,3209.767709,4885.094505,126.1376677,372.5004904
543.8469701,151.8469571,169.4706613,221.2838819,64879.99033,644100,91.4,40.61691489,98.4,2912.332986,0.3,3209.81668,4885.232967,126.1407637,372.5062432
543.8471695,151.847156,169.4711194,221.2842337,64880.89233,650000,90,40.61693205,98,2912.572748,0.5,3209.865579,4885.371429,126.1438596,372.5120599
543.8473689,151.8473556,169.4715814,221.2845918,64881.65225,655000,89,40.6169492,97,2912.800551,0.6,3209.914478,4885.50989,126.1469556,372.5176975
543.8475683,151.8475546,169.4720085,221.2849436,64882.37624,645000,91,40.61696635,99,2913.054557,0.4,3209.963399,4885.648352,126.1500516,372.5233766
543.8477679,151.8477539,169.4724224,221.2852926,64883.276,660000,88,40.61698351,96,2913.269965,0.7,3210.012379,4885.786813,126.1531476,372.5290204
543.8479669,151.8479533,169.4728404,221.2856486,64883.8283,640000,92,40.61700066,98.5,2913.469474,0.3,3210.061266,4885.925275,126.1562436,372.5346531
543.8481659,151.8481523,169.4732937,221.2859992,64884.50252,648500,89.5,40.61701781,97,2913.663226,0.6,3210.110233,4886.063736,126.1593395,372.5403872
543.8483651,151.8483513,169.4737559,221.2863494,64885.12574,645800,90.2,40.61703497,98.2,2913.913132,0.5,3210.159192,4886.202198,126.1624355,372.5462611
543.8485644,151.8485506,169.4742465,221.2867026,64885.87808,648200,91.2,40.61705212,99.2,2914.155748,0.3,3210.208165,4886.340659,126.1655315,372.5520596
543.8487635,151.8487497,169.4746757,221.2870619,64886.47619,652800,89.7,40.61706927,97.8,2914.335484,0.5,3210.257111,4886.479121,126.1686275,372.5578136
543.8489628,151.8489486,169.4751074,221.2874168,64887.17374,647500,90.5,40.61708643,98.6,2914.585074,0.4,3210.306007,4886.617582,126.1717234,372.5636967
543.8491621,151.8491483,169.4755107,221.2877744,64887.9771,651200,89.8,40.61710358,97.9,2914.779216,0.5,3210.35498,4886.756044,126.1748194,372.5695254
543.8493612,151.8493478,169.4759753,221.2881331,64888.90308,647000,91.2,40.61712073,99.3,2915.010431,0.3,3210.403879,4886.894505,126.1779154,372.5751895
543.8495604,151.8495471,169.476425,221.2884895,64889.72963,648200,90.7,40.61713789,98.9,2915.191403,0.4,3210.452839,4887.032967,126.1810114,372.5807995
